"ikey";"Location";"Source";"Dating";"Language";"ID";"uncertain_dating";"DAT_min";"DAT_max"
NA;"Kaisarea Hadrianopolis";"HIP 33";"3rd century AD";"Greek";"I_764";FALSE;200;299
NA;"Kaisarea Hadrianopolis";"HIP 35";"3rd century AD";"Greek";"I_765";FALSE;200;299
NA;"Kaisarea Hadrianopolis";"HIP 36";"3rd century AD";"Greek";"I_766";FALSE;200;299
NA;"Kaisarea Hadrianopolis";"HIP 37";"3rd century AD";"Greek";"I_767";FALSE;200;299
NA;"Kaisarea Hadrianopolis";"HIP 40";"3rd century AD";"Greek";"I_768";FALSE;200;299
NA;"Kaisarea Hadrianopolis";"HIP 41";"3rd century AD";"Greek";"I_769";FALSE;200;299
NA;"Kaisarea Hadrianopolis";"HIP 43";"3rd century AD";"Greek";"I_770";FALSE;200;299
NA;"Kaisarea Hadrianopolis";"HIP 45";"3rd century AD";"Greek";"I_771";FALSE;200;299
"PH265763";"Kaisarea Hadrianopolis";"SEG 4: 728";"3rd c. AD";"Greek";"I_772";FALSE;200;299
NA;"Kaisarea Hadrianopolis";"HIP 5";"3rd - 4th century AD ";"Greek";"I_773";TRUE;200;399
NA;"Kaisarea Hadrianopolis";"HIP 7";"3rd - 4th century AD";"Greek";"I_774";FALSE;200;399
NA;"Kaisarea Hadrianopolis";"HIP 34";"3rd - 4th century AD";"Greek";"I_775";FALSE;200;399
NA;"Kaisarea Hadrianopolis";"HIP 38";"3rd - 4th century AD";"Greek";"I_776";FALSE;200;399
NA;"Kaisarea Hadrianopolis";"HIP 66";"3rd - 4th century AD";"Greek";"I_777";FALSE;200;399
"PH265619";"Kaisarea Hadrianopolis";"IstForsch 39, 94";"330 AD";"Greek";"I_778";FALSE;330;330
"PH265200";"Kaisarea Hadrianopolis";"BCH 25, 39, 189";"313–324 AD";"Latin";"I_779";FALSE;313;324
NA;"Kaisarea Hadrianopolis";"HIP 44";"2nd century AD";"Greek";"I_780";FALSE;100;199
NA;"Kaisarea Hadrianopolis";"HIP 59";"2nd - 3rd century AD";"Greek";"I_781";FALSE;100;299
"PH265553";"Kaisarea Hadrianopolis";"IstForsch 39, 32";"2nd – 3rd c. AD";"Greek";"I_782";FALSE;100;299
"PH265556";"Kaisarea Hadrianopolis";"IstForsch 39, 34[2]";"2nd – 3rd c. AD";"Greek";"I_783";FALSE;100;299
"PH265569";"Kaisarea Hadrianopolis";"IstForsch 39, 47";"2nd – 3rd  c. AD";"Greek";"I_784";FALSE;100;299
"PH265570";"Kaisarea Hadrianopolis";"IstForsch 39, 48";"2nd – 3rd  c. AD";"Greek";"I_785";FALSE;100;299
"PH265529";"Kaisarea Hadrianopolis";"IstForsch 39, 8";"292–305 AD";"Greek";"I_786";FALSE;292;305
"PH265528";"Kaisarea Hadrianopolis";"IstForsch 39, 7";"286–305 AD";"Greek";"I_787";FALSE;286;305
"PH265566";"Kaisarea Hadrianopolis";"IstForsch 39, 44";"263 AD";"Greek";"I_788";FALSE;263;263
"PH265547";"Kaisarea Hadrianopolis";"IstForsch 39, 26";"252/253 AD";"Greek";"I_789";FALSE;252;253
"PH265554";"Kaisarea Hadrianopolis";"IstForsch 39, 33";"243/244 AD";"Greek";"I_790";FALSE;243;244
"PH265568";"Kaisarea Hadrianopolis";"IstForsch 39, 46";"243 AD";"Greek";"I_791";FALSE;243;243
"PH265612";"Kaisarea Hadrianopolis";"IstForsch 39, 87";"240 AD";"Greek";"I_792";FALSE;240;240
"PH265562";"Kaisarea Hadrianopolis";"IstForsch 39, 40";"238 AD";"Greek";"I_793";FALSE;238;238
"PH265594";"Kaisarea Hadrianopolis";"IstForsch 39, 70";"223 AD";"Greek";"I_794";FALSE;223;223
"PH265552";"Kaisarea Hadrianopolis";"IstForsch 39, 31";"220 AD";"Greek";"I_795";FALSE;220;220
"PH265611";"Kaisarea Hadrianopolis";"IstForsch 39, 86";"218 AD";"Greek";"I_796";FALSE;218;218
"PH265527";"Kaisarea Hadrianopolis";"IstForsch 39, 6";"212–217 AD";"Greek";"I_797";FALSE;212;217
"PH265551";"Kaisarea Hadrianopolis";"IstForsch 39, 30";"205 AD";"Greek";"I_798";FALSE;205;205
"PH265564";"Kaisarea Hadrianopolis";"IstForsch 39, 42";"1st – 2nd c. AD";"Greek";"I_799";FALSE;0;199
"PH265526";"Kaisarea Hadrianopolis";"IstForsch 39, 5";"199–210 AD";"Greek";"I_800";FALSE;199;210
"PH265533";"Kaisarea Hadrianopolis";"IstForsch 39, 12";"196 AD";"Greek";"I_801";FALSE;196;196
"PH265536";"Kaisarea Hadrianopolis";"IstForsch 39, 15";"187/188 AD";"Greek";"I_802";FALSE;187;188
"PH265525";"Kaisarea Hadrianopolis";"IstForsch 39, 4";"181/182 AD";"Greek";"I_803";FALSE;181;182
"PH265542";"Kaisarea Hadrianopolis";"IstForsch 39, 21";"175 AD";"Greek";"I_804";FALSE;175;175
"PH265541";"Kaisarea Hadrianopolis";"IstForsch 39, 20";"165 AD";"Greek";"I_805";FALSE;165;165
"PH265602";"Kaisarea Hadrianopolis";"IstForsch 39, 78";"152 AD";"Greek";"I_806";FALSE;152;152
"PH265523";"Kaisarea Hadrianopolis";"IstForsch 39, 3";"138–161 AD";"Greek";"I_807";FALSE;138;161
"PH265524";"Kaisarea Hadrianopolis";"IstForsch 39, 3bis";"138–161 AD";"Greek";"I_808";FALSE;138;161
"PH265522";"Kaisarea Hadrianopolis";"IstForsch 39, 2";"138 AD";"Greek";"I_809";FALSE;138;138
"PH265521";"Kaisarea Hadrianopolis";"IstForsch 39, 1bis";"119 AD";"Greek";"I_810";FALSE;119;119
"PH265530";"Kaisarea Hadrianopolis";"IstForsch 39, 9";"100 AD";"Greek";"I_811";FALSE;100;100
"PH265186";"Kaisarea Hadrianopolis";"BCH 13, 315, 24";NA;"Greek";"I_812";FALSE;NA;NA
"PH265194";"Kaisarea Hadrianopolis";"BCH 25, 30, 172";NA;"Greek";"I_813";FALSE;NA;NA
"PH265201";"Kaisarea Hadrianopolis";"BCH 25, 46, 190";NA;"Greek";"I_814";FALSE;NA;NA
"PH265534";"Kaisarea Hadrianopolis";"IstForsch 39, 13";NA;"Greek";"I_815";FALSE;NA;NA
"PH265535";"Kaisarea Hadrianopolis";"IstForsch 39, 14";NA;"Greek";"I_816";FALSE;NA;NA
"PH265537";"Kaisarea Hadrianopolis";"IstForsch 39, 16";NA;"Greek";"I_817";FALSE;NA;NA
"PH265538";"Kaisarea Hadrianopolis";"IstForsch 39, 17";NA;"Greek";"I_818";FALSE;NA;NA
"PH265539";"Kaisarea Hadrianopolis";"IstForsch 39, 18";NA;"Greek";"I_819";FALSE;NA;NA
"PH265540";"Kaisarea Hadrianopolis";"IstForsch 39, 19";NA;"Greek";"I_820";FALSE;NA;NA
"PH265543";"Kaisarea Hadrianopolis";"IstForsch 39, 22";NA;"Greek";"I_821";FALSE;NA;NA
"PH265544";"Kaisarea Hadrianopolis";"IstForsch 39, 23";NA;"Greek";"I_822";FALSE;NA;NA
"PH265545";"Kaisarea Hadrianopolis";"IstForsch 39, 24";NA;"Greek";"I_823";FALSE;NA;NA
"PH265546";"Kaisarea Hadrianopolis";"IstForsch 39, 25";NA;"Greek";"I_824";FALSE;NA;NA
"PH265548";"Kaisarea Hadrianopolis";"IstForsch 39, 27";NA;"Greek";"I_825";FALSE;NA;NA
"PH265549";"Kaisarea Hadrianopolis";"IstForsch 39, 28";NA;"Greek";"I_826";FALSE;NA;NA
"PH265550";"Kaisarea Hadrianopolis";"IstForsch 39, 29";NA;"Greek";"I_827";FALSE;NA;NA
"PH265555";"Kaisarea Hadrianopolis";"IstForsch 39, 34";NA;"Greek";"I_828";FALSE;NA;NA
"PH265557";"Kaisarea Hadrianopolis";"IstForsch 39, 35";NA;"Greek";"I_829";FALSE;NA;NA
"PH265558";"Kaisarea Hadrianopolis";"IstForsch 39, 36";NA;"Greek";"I_830";FALSE;NA;NA
"PH265559";"Kaisarea Hadrianopolis";"IstForsch 39, 37";NA;"Greek";"I_831";FALSE;NA;NA
"PH265561";"Kaisarea Hadrianopolis";"IstForsch 39, 39";NA;"Greek";"I_832";FALSE;NA;NA
"PH265563";"Kaisarea Hadrianopolis";"IstForsch 39, 41";NA;"Greek";"I_833";FALSE;NA;NA
"PH265565";"Kaisarea Hadrianopolis";"IstForsch 39, 43";NA;"Greek";"I_834";FALSE;NA;NA
"PH265567";"Kaisarea Hadrianopolis";"IstForsch 39, 45";NA;"Greek";"I_835";FALSE;NA;NA
"PH265571";"Kaisarea Hadrianopolis";"IstForsch 39, 49";NA;"Greek";"I_836";FALSE;NA;NA
"PH265572";"Kaisarea Hadrianopolis";"IstForsch 39, 49[2]";NA;"Greek";"I_837";FALSE;NA;NA
"PH265573";"Kaisarea Hadrianopolis";"IstForsch 39, 50";NA;"Greek";"I_838";FALSE;NA;NA
"PH265574";"Kaisarea Hadrianopolis";"IstForsch 39, 51";NA;"Greek";"I_839";FALSE;NA;NA
"PH265575";"Kaisarea Hadrianopolis";"IstForsch 39, 52";NA;"Greek";"I_840";FALSE;NA;NA
"PH265576";"Kaisarea Hadrianopolis";"IstForsch 39, 53";NA;"Greek";"I_841";FALSE;NA;NA
"PH265577";"Kaisarea Hadrianopolis";"IstForsch 39, 54";NA;"Greek";"I_842";FALSE;NA;NA
"PH265578";"Kaisarea Hadrianopolis";"IstForsch 39, 55";NA;"Greek";"I_843";FALSE;NA;NA
"PH265579";"Kaisarea Hadrianopolis";"IstForsch 39, 56";NA;"Greek";"I_844";FALSE;NA;NA
"PH265580";"Kaisarea Hadrianopolis";"IstForsch 39, 57";NA;"Greek";"I_845";FALSE;NA;NA
"PH265581";"Kaisarea Hadrianopolis";"IstForsch 39, 58";NA;"Greek";"I_846";FALSE;NA;NA
"PH265582";"Kaisarea Hadrianopolis";"IstForsch 39, 59";NA;"Greek";"I_847";FALSE;NA;NA
"PH265583";"Kaisarea Hadrianopolis";"IstForsch 39, 60";NA;"Greek";"I_848";FALSE;NA;NA
"PH265584";"Kaisarea Hadrianopolis";"IstForsch 39, 61";NA;"Greek";"I_849";FALSE;NA;NA
"PH265585";"Kaisarea Hadrianopolis";"IstForsch 39, 62";NA;"Greek";"I_850";FALSE;NA;NA
"PH265586";"Kaisarea Hadrianopolis";"IstForsch 39, 63";NA;"Greek";"I_851";FALSE;NA;NA
"PH265587";"Kaisarea Hadrianopolis";"IstForsch 39, 64";NA;"Greek";"I_852";FALSE;NA;NA
"PH265588";"Kaisarea Hadrianopolis";"IstForsch 39, 65";NA;"Greek";"I_853";FALSE;NA;NA
"PH265589";"Kaisarea Hadrianopolis";"IstForsch 39, 65 [2]";NA;"Greek";"I_854";FALSE;NA;NA
"PH265590";"Kaisarea Hadrianopolis";"IstForsch 39, 66";NA;"Greek";"I_855";FALSE;NA;NA
"PH265591";"Kaisarea Hadrianopolis";"IstForsch 39, 67";NA;"Greek";"I_856";FALSE;NA;NA
"PH265592";"Kaisarea Hadrianopolis";"IstForsch 39, 68";NA;"Greek";"I_857";FALSE;NA;NA
"PH265593";"Kaisarea Hadrianopolis";"IstForsch 39, 69";NA;"Greek";"I_858";FALSE;NA;NA
"PH265595";"Kaisarea Hadrianopolis";"IstForsch 39, 71";NA;"Greek";"I_859";FALSE;NA;NA
"PH265596";"Kaisarea Hadrianopolis";"IstForsch 39, 72";NA;"Greek";"I_860";FALSE;NA;NA
"PH265597";"Kaisarea Hadrianopolis";"IstForsch 39, 73";NA;"Greek";"I_861";FALSE;NA;NA
"PH265598";"Kaisarea Hadrianopolis";"IstForsch 39, 74";NA;"Greek";"I_862";FALSE;NA;NA
"PH265599";"Kaisarea Hadrianopolis";"IstForsch 39, 75";NA;"Greek";"I_863";FALSE;NA;NA
"PH265600";"Kaisarea Hadrianopolis";"IstForsch 39, 76";NA;"Greek";"I_864";FALSE;NA;NA
"PH265601";"Kaisarea Hadrianopolis";"IstForsch 39, 77";NA;"Greek";"I_865";FALSE;NA;NA
"PH265603";"Kaisarea Hadrianopolis";"IstForsch 39, 79";NA;"Greek";"I_866";FALSE;NA;NA
"PH265604";"Kaisarea Hadrianopolis";"IstForsch 39, 80";NA;"Greek";"I_867";FALSE;NA;NA
"PH265605";"Kaisarea Hadrianopolis";"IstForsch 39, 81";NA;"Greek";"I_868";FALSE;NA;NA
"PH265606";"Kaisarea Hadrianopolis";"IstForsch 39, 82";NA;"Greek";"I_869";FALSE;NA;NA
"PH265607";"Kaisarea Hadrianopolis";"IstForsch 39, 83";NA;"Greek";"I_870";FALSE;NA;NA
"PH265608";"Kaisarea Hadrianopolis";"IstForsch 39, 84";NA;"Greek";"I_871";FALSE;NA;NA
"PH265609";"Kaisarea Hadrianopolis";"IstForsch 39, 85";NA;"Greek";"I_872";FALSE;NA;NA
"PH265610";"Kaisarea Hadrianopolis";"IstForsch 39, 85 [note]";NA;"Greek";"I_873";FALSE;NA;NA
"PH265613";"Kaisarea Hadrianopolis";"IstForsch 39, 88";NA;"Greek";"I_874";FALSE;NA;NA
"PH265614";"Kaisarea Hadrianopolis";"IstForsch 39, 89";NA;"Greek";"I_875";FALSE;NA;NA
"PH265615";"Kaisarea Hadrianopolis";"IstForsch 39, 90";NA;"Greek";"I_876";FALSE;NA;NA
"PH265617";"Kaisarea Hadrianopolis";"IstForsch 39, 92";NA;"Greek";"I_877";FALSE;NA;NA
"PH265618";"Kaisarea Hadrianopolis";"IstForsch 39, 93";NA;"Greek";"I_878";FALSE;NA;NA
"PH279774";"Nicaea";"SEG 14: 770";"Roman period";"Greek";"I_879";FALSE;-74;395
NA;"Nicaea";"SEG 47: 1677";"Roman Imperial period";"Greek";"I_880";FALSE;-31;395
NA;"Nicaea";"SEG 47: 1678";"Roman Imperial period";"Greek";"I_881";FALSE;-31;395
NA;"Nicaea";"SEG 47: 1680";"Roman Imperial period";"Greek";"I_882";FALSE;-31;395
NA;"Nicaea";"SEG 47: 1681";"Roman Imperial period";"Greek";"I_883";FALSE;-31;395
NA;"Nicaea";"SEG 49: 1790";"Roman Imperial period";"Greek";"I_884";FALSE;-31;395
NA;"Nicaea";"SEG 57: 1274";"Roman Imperial period";"Greek";"I_885";FALSE;-31;395
NA;"Nicaea";"SEG 57: 1280";"Roman Imperial period";"Greek";"I_886";FALSE;-31;395
NA;"Nicaea";"SEG 56: 1391";"Roman Imperial period";"Greek";"I_887";FALSE;-31;395
NA;"Nicaea";"SEG 56: 1396";"Roman Imperial period";"Greek";"I_888";FALSE;-31;395
NA;"Nicaea";"SEG 55: 1340";"Roman Imperial period";"Greek";"I_889";FALSE;-31;395
NA;"Nicaea";"SEG 55: 1343";"Roman Imperial period";"Greek";"I_890";FALSE;-31;395
NA;"Nicaea";"SEG 55: 1344";"Roman Imperial period";"Greek";"I_891";FALSE;-31;395
NA;"Nicaea";"SEG 55: 1345";"Roman Imperial period";"Greek";"I_892";FALSE;-31;395
NA;"Nicaea";"SEG 55: 1346";"Roman Imperial period";"Greek";"I_893";FALSE;-31;395
NA;"Nicaea";"SEG 55: 1347";"Roman Imperial period";"Greek";"I_894";FALSE;-31;395
NA;"Nicaea";"SEG 61: 1047";"Roman Imperial period";"Greek";"I_895";FALSE;-31;395
NA;"Nicaea";"SEG 61: 1048";"Roman Imperial period";"Greek";"I_896";FALSE;-31;395
NA;"Nicaea";"SEG 61: 1049";"Roman Imperial period";"Greek";"I_897";FALSE;-31;395
NA;"Nicaea";"SEG 61: 1050";"Roman Imperial period";"Greek";"I_898";FALSE;-31;395
NA;"Nicaea";"SEG 61: 1051";"Roman Imperial period";"Greek";"I_899";FALSE;-31;395
NA;"Nicaea";"SEG 61: 1052";"Roman Imperial period";"Greek";"I_900";FALSE;-31;395
NA;"Nicaea";"SEG 61: 1053";"Roman Imperial period";"Greek";"I_901";FALSE;-31;395
NA;"Nicaea";"SEG 60: 1338";"Roman Imperial period";"Greek";"I_902";FALSE;-31;395
NA;"Nicaea";"SEG 60: 1339";"Roman Imperial period";"Greek";"I_903";FALSE;-31;395
NA;"Nicaea";"SEG 60: 1340";"Roman Imperial period";"Greek";"I_904";FALSE;-31;395
NA;"Nicaea";"SEG 60: 1341";"Roman Imperial period";"Greek";"I_905";FALSE;-31;395
NA;"Nicaea";"SEG 60: 1342";"Roman Imperial period";"Greek";"I_906";FALSE;-31;395
NA;"Nicaea";"SEG 60: 1343";"Roman Imperial period";"Greek";"I_907";FALSE;-31;395
NA;"Nicaea";"SEG 60: 1344";"Roman Imperial period";"Greek";"I_908";FALSE;-31;395
NA;"Nicaea";"AE 1997, 1406";"Roman Imp. period";"Greek";"I_909";FALSE;-31;395
NA;"Nicaea";"AE 1997, 1407";"Roman Imp. period";"Greek";"I_910";FALSE;-31;395
NA;"Nicaea";"AE 1997, 1408";"Roman Imp. period";"Greek";"I_911";FALSE;-31;395
"PH277802";"Nicaea";"IK Iznik 10";"Roman Imp. period";"Latin";"I_912";FALSE;-31;395
"PH277866";"Nicaea";"IK Iznik 100";"Roman Imp. period";"Greek";"I_913";FALSE;-31;395
"PH278100";"Nicaea";"IK Iznik 1001";"Roman Imp. period";"Greek/Latin";"I_914";FALSE;-31;395
"PH278105";"Nicaea";"IK Iznik 1006";"Roman Imp. period";"Greek/Latin";"I_915";FALSE;-31;395
"PH278106";"Nicaea";"IK Iznik 1007";"Roman Imp. period";"Greek/Latin";"I_916";FALSE;-31;395
"PH277867";"Nicaea";"IK Iznik 101";"Roman Imp. period";"Greek";"I_917";FALSE;-31;395
"PH278113";"Nicaea";"IK Iznik 1014";"Roman Imp. period";"Latin";"I_918";FALSE;-31;395
"PH277868";"Nicaea";"IK Iznik 102";"Roman Imp. period";"Greek";"I_919";FALSE;-31;395
"PH277869";"Nicaea";"IK Iznik 103 [1]";"Roman Imp. period";"Greek";"I_920";FALSE;-31;395
"PH277870";"Nicaea";"IK Iznik 103 [2]";"Roman Imp. period";"Greek";"I_921";FALSE;-31;395
"PH278129";"Nicaea";"IK Iznik 1030";"Roman Imp. period";"Greek";"I_922";FALSE;-31;395
"PH278130";"Nicaea";"IK Iznik 1031";"Roman Imp. period";"Greek";"I_923";FALSE;-31;395
"PH278132";"Nicaea";"IK Iznik 1033";"Roman Imp. period";"Greek";"I_924";FALSE;-31;395
"PH277871";"Nicaea";"IK Iznik 104";"Roman Imp. period";"Greek";"I_925";FALSE;-31;395
"PH278135";"Nicaea";"IK Iznik 1041";"Roman Imp. period";"Greek";"I_926";FALSE;-31;395
"PH277872";"Nicaea";"IK Iznik 105";"Roman Imp. period";"Latin";"I_927";FALSE;-31;395
"PH278140";"Nicaea";"IK Iznik 1051";"Roman Imp. period";"Greek";"I_928";FALSE;-31;395
"PH278141";"Nicaea";"IK Iznik 1052";"Roman Imp. period";"Greek";"I_929";FALSE;-31;395
"PH277873";"Nicaea";"IK Iznik 106";"Roman Imp. period";"Greek";"I_930";FALSE;-31;395
"PH278146";"Nicaea";"IK Iznik 1061";"Roman Imp. period";"Greek";"I_931";FALSE;-31;395
"PH278148";"Nicaea";"IK Iznik 1063";"Roman Imp. period";"Greek";"I_932";FALSE;-31;395
"PH278149";"Nicaea";"IK Iznik 1064";"Roman Imp. period";"Greek";"I_933";FALSE;-31;395
"PH277874";"Nicaea";"IK Iznik 107";"Roman Imp. period";"Greek";"I_934";FALSE;-31;395
"PH278154";"Nicaea";"IK Iznik 1076";"Roman Imp. period";"Greek";"I_935";FALSE;-31;395
"PH278166";"Nicaea";"IK Iznik 1091";"Roman Imp. period";"Greek";"I_936";FALSE;-31;395
"PH278167";"Nicaea";"IK Iznik 1092";"Roman Imp. period";"Greek";"I_937";FALSE;-31;395
"PH278168";"Nicaea";"IK Iznik 1093";"Roman Imp. period";"Greek";"I_938";FALSE;-31;395
"PH278171";"Nicaea";"IK Iznik 1096";"Roman Imp. period";"Greek";"I_939";FALSE;-31;395
"PH278180";"Nicaea";"IK Iznik 1105";"Roman Imp. period";"Greek";"I_940";FALSE;-31;395
"PH278190";"Nicaea";"IK Iznik 1128";"Roman Imp. period";"Greek";"I_941";FALSE;-31;395
"PH277876";"Nicaea";"IK Iznik 117";"Roman Imp. period";"Greek";"I_942";FALSE;-31;395
"PH277877";"Nicaea";"IK Iznik 118";"Roman Imp. period";"Greek";"I_943";FALSE;-31;395
"PH277878";"Nicaea";"IK Iznik 119";"Roman Imp. period";"Greek";"I_944";FALSE;-31;395
"PH277879";"Nicaea";"IK Iznik 120";"Roman Imp. period";"Greek";"I_945";FALSE;-31;395
"PH277880";"Nicaea";"IK Iznik 121";"Roman Imp. period";"Greek";"I_946";FALSE;-31;395
"PH277881";"Nicaea";"IK Iznik 122";"Roman Imp. period";"Greek/Latin";"I_947";FALSE;-31;395
"PH277882";"Nicaea";"IK Iznik 123";"Roman Imp. period";"Greek/Latin";"I_948";FALSE;-31;395
"PH277883";"Nicaea";"IK Iznik 124";"Roman Imp. period";"Greek/Latin";"I_949";FALSE;-31;395
"PH277884";"Nicaea";"IK Iznik 125";"Roman Imp. period";"Greek";"I_950";FALSE;-31;395
"PH278246";"Nicaea";"IK Iznik 1258";"Roman Imp. period";"Greek";"I_951";FALSE;-31;395
"PH277885";"Nicaea";"IK Iznik 126";"Roman Imp. period";"Greek";"I_952";FALSE;-31;395
"PH278254";"Nicaea";"IK Iznik 1266";"Roman Imp. period";"Latin";"I_953";FALSE;-31;395
"PH277886";"Nicaea";"IK Iznik 127";"Roman Imp. period";"Greek";"I_954";FALSE;-31;395
"PH277887";"Nicaea";"IK Iznik 128";"Roman Imp. period";"Greek";"I_955";FALSE;-31;395
"PH278260";"Nicaea";"IK Iznik 1289";"Roman Imp. period";"Greek";"I_956";FALSE;-31;395
"PH277888";"Nicaea";"IK Iznik 129";"Roman Imp. period";"Greek";"I_957";FALSE;-31;395
"PH278264";"Nicaea";"IK Iznik 1293";"Roman Imp. period";"Greek";"I_958";FALSE;-31;395
"PH278265";"Nicaea";"IK Iznik 1294";"Roman Imp. period";"Greek";"I_959";FALSE;-31;395
"PH277889";"Nicaea";"IK Iznik 130";"Roman Imp. period";"Greek";"I_960";FALSE;-31;395
"PH277890";"Nicaea";"IK Iznik 131";"Roman Imp. period";"Greek";"I_961";FALSE;-31;395
"PH277891";"Nicaea";"IK Iznik 132";"Roman Imp. period";"Greek";"I_962";FALSE;-31;395
"PH278293";"Nicaea";"IK Iznik 1322";"Roman Imp. period";"Greek";"I_963";FALSE;-31;395
"PH277892";"Nicaea";"IK Iznik 133";"Roman Imp. period";"Greek";"I_964";FALSE;-31;395
"PH278301";"Nicaea";"IK Iznik 1330";"Roman Imp. period";"Greek";"I_965";FALSE;-31;395
"PH277893";"Nicaea";"IK Iznik 134";"Roman Imp. period";"Greek";"I_966";FALSE;-31;395
"PH277894";"Nicaea";"IK Iznik 135";"Roman Imp. period";"Greek";"I_967";FALSE;-31;395
"PH277895";"Nicaea";"IK Iznik 136";"Roman Imp. period";"Greek";"I_968";FALSE;-31;395
"PH277896";"Nicaea";"IK Iznik 137";"Roman Imp. period";"Greek";"I_969";FALSE;-31;395
"PH278343";"Nicaea";"IK Iznik 1372";"Roman Imp. period";"Greek";"I_970";FALSE;-31;395
"PH277897";"Nicaea";"IK Iznik 138";"Roman Imp. period";"Greek";"I_971";FALSE;-31;395
"PH277898";"Nicaea";"IK Iznik 139";"Roman Imp. period";"Greek";"I_972";FALSE;-31;395
"PH278368";"Nicaea";"IK Iznik 1397";"Roman Imp. period";"Greek";"I_973";FALSE;-31;395
"PH277899";"Nicaea";"IK Iznik 140";"Roman Imp. period";"Greek";"I_974";FALSE;-31;395
"PH277900";"Nicaea";"IK Iznik 141";"Roman Imp. period";"Greek";"I_975";FALSE;-31;395
"PH277901";"Nicaea";"IK Iznik 142";"Roman Imp. period";"Greek";"I_976";FALSE;-31;395
"PH277902";"Nicaea";"IK Iznik 143";"Roman Imp. period";"Greek";"I_977";FALSE;-31;395
"PH277903";"Nicaea";"IK Iznik 144";"Roman Imp. period";"Greek";"I_978";FALSE;-31;395
"PH277904";"Nicaea";"IK Iznik 145";"Roman Imp. period";"Greek";"I_979";FALSE;-31;395
"PH277905";"Nicaea";"IK Iznik 146";"Roman Imp. period";"Greek";"I_980";FALSE;-31;395
"PH277906";"Nicaea";"IK Iznik 147";"Roman Imp. period";"Greek";"I_981";FALSE;-31;395
"PH278456";"Nicaea";"IK Iznik 1501";"Roman Imp. period";"Greek";"I_982";FALSE;-31;395
"PH278460";"Nicaea";"IK Iznik 1505";"Roman Imp. period";"Greek";"I_983";FALSE;-31;395
"PH278461";"Nicaea";"IK Iznik 1506";"Roman Imp. period";"Greek";"I_984";FALSE;-31;395
"PH278462";"Nicaea";"IK Iznik 1507";"Roman Imp. period";"Greek";"I_985";FALSE;-31;395
"PH278490";"Nicaea";"IK Iznik 1595";"Roman Imp. period";"Greek";"I_986";FALSE;-31;395
"PH277907";"Nicaea";"IK Iznik 171";"Roman Imp. period";"Greek";"I_987";FALSE;-31;395
"PH277908";"Nicaea";"IK Iznik 172";"Roman Imp. period";"Greek";"I_988";FALSE;-31;395
"PH277909";"Nicaea";"IK Iznik 173";"Roman Imp. period";"Greek";"I_989";FALSE;-31;395
"PH277910";"Nicaea";"IK Iznik 174";"Roman Imp. period";"Greek";"I_990";FALSE;-31;395
"PH277912";"Nicaea";"IK Iznik 176";"Roman Imp. period";"Latin";"I_991";FALSE;-31;395
"PH277917";"Nicaea";"IK Iznik 195a";"Roman Imp. period";"Greek";"I_992";FALSE;-31;395
"PH277918";"Nicaea";"IK Iznik 196";"Roman Imp. period";"Greek";"I_993";FALSE;-31;395
"PH277919";"Nicaea";"IK Iznik 197";"Roman Imp. period";"Greek";"I_994";FALSE;-31;395
"PH277920";"Nicaea";"IK Iznik 198";"Roman Imp. period";"Greek";"I_995";FALSE;-31;395
"PH277921";"Nicaea";"IK Iznik 199";"Roman Imp. period";"Greek";"I_996";FALSE;-31;395
"PH277801";"Nicaea";"IK Iznik 2";"Roman Imp. period";"Greek";"I_997";FALSE;-31;395
"PH277922";"Nicaea";"IK Iznik 200";"Roman Imp. period";"Greek";"I_998";FALSE;-31;395
"PH277923";"Nicaea";"IK Iznik 201";"Roman Imp. period";"Greek";"I_999";FALSE;-31;395
"PH277924";"Nicaea";"IK Iznik 202";"Roman Imp. period";"Greek";"I_1000";FALSE;-31;395
"PH277925";"Nicaea";"IK Iznik 203";"Roman Imp. period";"Greek";"I_1001";FALSE;-31;395
"PH277926";"Nicaea";"IK Iznik 204";"Roman Imp. period";"Greek";"I_1002";FALSE;-31;395
"PH277927";"Nicaea";"IK Iznik 205";"Roman Imp. period";"Greek";"I_1003";FALSE;-31;395
"PH277928";"Nicaea";"IK Iznik 206";"Roman Imp. period";"Greek";"I_1004";FALSE;-31;395
"PH277929";"Nicaea";"IK Iznik 207";"Roman Imp. period";"Greek";"I_1005";FALSE;-31;395
"PH277930";"Nicaea";"IK Iznik 208";"Roman Imp. period";"Greek";"I_1006";FALSE;-31;395
"PH277931";"Nicaea";"IK Iznik 209";"Roman Imp. period";"Greek";"I_1007";FALSE;-31;395
"PH277932";"Nicaea";"IK Iznik 210";"Roman Imp. period";"Greek";"I_1008";FALSE;-31;395
"PH277933";"Nicaea";"IK Iznik 211";"Roman Imp. period";"Greek";"I_1009";FALSE;-31;395
"PH277936";"Nicaea";"IK Iznik 214";"Roman Imp. period";"Greek";"I_1010";FALSE;-31;395
"PH277937";"Nicaea";"IK Iznik 215";"Roman Imp. period";"Greek";"I_1011";FALSE;-31;395
"PH277938";"Nicaea";"IK Iznik 216";"Roman Imp. period";"Greek";"I_1012";FALSE;-31;395
"PH277939";"Nicaea";"IK Iznik 217";"Roman Imp. period";"Greek";"I_1013";FALSE;-31;395
