"ikey";"Location";"Source";"Dating";"Language";"ID";"uncertain_dating";"DAT_min";"DAT_max"
"PH280102";"Prusias ad Hypium";"IK Prusias ad Hypium 164";NA;"Greek";"I_2258";FALSE;NA;NA
"PH280103";"Prusias ad Hypium";"IK Prusias ad Hypium 165";NA;"Greek";"I_2259";FALSE;NA;NA
"PH280104";"Prusias ad Hypium";"IK Prusias ad Hypium 166";NA;"Greek";"I_2260";FALSE;NA;NA
"PH280105";"Prusias ad Hypium";"IK Prusias ad Hypium 167";NA;"Greek";"I_2261";FALSE;NA;NA
"PH280106";"Prusias ad Hypium";"IK Prusias ad Hypium 168";NA;"Greek";"I_2262";FALSE;NA;NA
"PH279956";"Prusias ad Hypium";"IK Prusias ad Hypium 17";NA;"Greek";"I_2263";FALSE;NA;NA
"PH279961";"Prusias ad Hypium";"IK Prusias ad Hypium 22";NA;"Greek";"I_2264";FALSE;NA;NA
"PH279962";"Prusias ad Hypium";"IK Prusias ad Hypium 23";NA;"Greek";"I_2265";FALSE;NA;NA
"PH279963";"Prusias ad Hypium";"IK Prusias ad Hypium 24";NA;"Greek";"I_2266";FALSE;NA;NA
"PH279964";"Prusias ad Hypium";"IK Prusias ad Hypium 25";NA;"Greek";"I_2267";FALSE;NA;NA
"PH279965";"Prusias ad Hypium";"IK Prusias ad Hypium 26";NA;"Greek";"I_2268";FALSE;NA;NA
"PH279966";"Prusias ad Hypium";"IK Prusias ad Hypium 27";NA;"Greek";"I_2269";FALSE;NA;NA
"PH279967";"Prusias ad Hypium";"IK Prusias ad Hypium 28";NA;"Greek";"I_2270";FALSE;NA;NA
"PH279969";"Prusias ad Hypium";"IK Prusias ad Hypium 30";NA;"Greek";"I_2271";FALSE;NA;NA
"PH279943";"Prusias ad Hypium";"IK Prusias ad Hypium 4";NA;"Greek";"I_2272";FALSE;NA;NA
"PH279985";"Prusias ad Hypium";"IK Prusias ad Hypium 46";NA;"Greek";"I_2273";FALSE;NA;NA
"PH279987";"Prusias ad Hypium";"IK Prusias ad Hypium 48";NA;"Greek";"I_2274";FALSE;NA;NA
"PH279988";"Prusias ad Hypium";"IK Prusias ad Hypium 49";NA;"Greek";"I_2275";FALSE;NA;NA
"PH279944";"Prusias ad Hypium";"IK Prusias ad Hypium 5";NA;"Greek";"I_2276";FALSE;NA;NA
"PH279990";"Prusias ad Hypium";"IK Prusias ad Hypium 51";NA;"Greek";"I_2277";FALSE;NA;NA
"PH279991";"Prusias ad Hypium";"IK Prusias ad Hypium 52";NA;"Greek";"I_2278";FALSE;NA;NA
"PH279992";"Prusias ad Hypium";"IK Prusias ad Hypium 53";NA;"Greek";"I_2279";FALSE;NA;NA
"PH279993";"Prusias ad Hypium";"IK Prusias ad Hypium 54";NA;"Greek";"I_2280";FALSE;NA;NA
"PH279996";"Prusias ad Hypium";"IK Prusias ad Hypium 57";NA;"Greek";"I_2281";FALSE;NA;NA
"PH279997";"Prusias ad Hypium";"IK Prusias ad Hypium 58";NA;"Greek";"I_2282";FALSE;NA;NA
"PH279998";"Prusias ad Hypium";"IK Prusias ad Hypium 59";NA;"Greek";"I_2283";FALSE;NA;NA
"PH279999";"Prusias ad Hypium";"IK Prusias ad Hypium 60";NA;"Greek";"I_2284";FALSE;NA;NA
"PH280000";"Prusias ad Hypium";"IK Prusias ad Hypium 61";NA;"Greek";"I_2285";FALSE;NA;NA
"PH280001";"Prusias ad Hypium";"IK Prusias ad Hypium 62";NA;"Greek";"I_2286";FALSE;NA;NA
"PH280002";"Prusias ad Hypium";"IK Prusias ad Hypium 63";NA;"Greek";"I_2287";FALSE;NA;NA
"PH280003";"Prusias ad Hypium";"IK Prusias ad Hypium 64";NA;"Greek";"I_2288";FALSE;NA;NA
"PH280004";"Prusias ad Hypium";"IK Prusias ad Hypium 65";NA;"Greek";"I_2289";FALSE;NA;NA
"PH280005";"Prusias ad Hypium";"IK Prusias ad Hypium 67";NA;"Greek";"I_2290";FALSE;NA;NA
"PH280006";"Prusias ad Hypium";"IK Prusias ad Hypium 68";NA;"Greek";"I_2291";FALSE;NA;NA
"PH280007";"Prusias ad Hypium";"IK Prusias ad Hypium 69";NA;"Greek";"I_2292";FALSE;NA;NA
"PH280008";"Prusias ad Hypium";"IK Prusias ad Hypium 70";NA;"Greek";"I_2293";FALSE;NA;NA
"PH280009";"Prusias ad Hypium";"IK Prusias ad Hypium 71";NA;"Greek";"I_2294";FALSE;NA;NA
"PH280010";"Prusias ad Hypium";"IK Prusias ad Hypium 72";NA;"Greek";"I_2295";FALSE;NA;NA
"PH280011";"Prusias ad Hypium";"IK Prusias ad Hypium 73";NA;"Greek";"I_2296";FALSE;NA;NA
"PH280012";"Prusias ad Hypium";"IK Prusias ad Hypium 74";NA;"Greek";"I_2297";FALSE;NA;NA
"PH280013";"Prusias ad Hypium";"IK Prusias ad Hypium 75";NA;"Greek";"I_2298";FALSE;NA;NA
"PH280014";"Prusias ad Hypium";"IK Prusias ad Hypium 76";NA;"Greek";"I_2299";FALSE;NA;NA
"PH280015";"Prusias ad Hypium";"IK Prusias ad Hypium 77";NA;"Greek";"I_2300";FALSE;NA;NA
"PH280017";"Prusias ad Hypium";"IK Prusias ad Hypium 80";NA;"Greek";"I_2301";FALSE;NA;NA
"PH280018";"Prusias ad Hypium";"IK Prusias ad Hypium 81";NA;"Greek";"I_2302";FALSE;NA;NA
"PH280019";"Prusias ad Hypium";"IK Prusias ad Hypium 82";NA;"Greek";"I_2303";FALSE;NA;NA
"PH280020";"Prusias ad Hypium";"IK Prusias ad Hypium 83";NA;"Greek";"I_2304";FALSE;NA;NA
"PH280021";"Prusias ad Hypium";"IK Prusias ad Hypium 84";NA;"Greek";"I_2305";FALSE;NA;NA
"PH280023";"Prusias ad Hypium";"IK Prusias ad Hypium 86";NA;"Greek";"I_2306";FALSE;NA;NA
"PH280024";"Prusias ad Hypium";"IK Prusias ad Hypium 87";NA;"Greek";"I_2307";FALSE;NA;NA
"PH280025";"Prusias ad Hypium";"IK Prusias ad Hypium 88";NA;"Greek";"I_2308";FALSE;NA;NA
"PH280026";"Prusias ad Hypium";"IK Prusias ad Hypium 89";NA;"Greek";"I_2309";FALSE;NA;NA
"PH280028";"Prusias ad Hypium";"IK Prusias ad Hypium 91";NA;"Greek";"I_2310";FALSE;NA;NA
"PH280029";"Prusias ad Hypium";"IK Prusias ad Hypium 92";NA;"Greek";"I_2311";FALSE;NA;NA
"PH280030";"Prusias ad Hypium";"IK Prusias ad Hypium 93";NA;"Greek";"I_2312";FALSE;NA;NA
"PH280031";"Prusias ad Hypium";"IK Prusias ad Hypium 94";NA;"Greek";"I_2313";FALSE;NA;NA
"PH280032";"Prusias ad Hypium";"IK Prusias ad Hypium 95";NA;"Greek";"I_2314";FALSE;NA;NA
"PH280033";"Prusias ad Hypium";"IK Prusias ad Hypium 96";NA;"Greek";"I_2315";FALSE;NA;NA
"PH280034";"Prusias ad Hypium";"IK Prusias ad Hypium 97";NA;"Greek";"I_2316";FALSE;NA;NA
"PH280035";"Prusias ad Hypium";"IK Prusias ad Hypium 98";NA;"Greek";"I_2317";FALSE;NA;NA
"PH280036";"Prusias ad Hypium";"IK Prusias ad Hypium 99";NA;"Greek";"I_2318";FALSE;NA;NA
NA;"Prusias ad Hypium";"ILS 8868";NA;"Greek";"I_2319";FALSE;NA;NA
"PH279916";"Prusias ad Hypium";"SEG 38: 1277";NA;"Greek";"I_2320";FALSE;NA;NA
"PH279925";"Prusias ad Mare";"SEG 41: 1094";"Roman period";"Greek";"I_2321";FALSE;-74;395
"PH277728";"Prusias ad Mare";"IK Kios 49";"Roman Imp. period";"Greek";"I_2322";FALSE;-31;395
NA;"Prusias ad Mare";"SEG 49: 1787";NA;"Greek";"I_2323";FALSE;NA;NA
"PH277787";"Prusias ad Mare";"IK Kios 109";"Middle Roman Imp. period";"Greek";"I_2324";FALSE;69;192
"PH277716";"Prusias ad Mare";"IK Kios 37";"mid – end of 3rd c. AD";"Greek";"I_2325";FALSE;240;299
"PH277727";"Prusias ad Mare";"IK Kios 48";"Late Roman Imp. period";"Greek";"I_2326";FALSE;193;395
"PH277734";"Prusias ad Mare";"IK Kios 55";"Late Roman Imp. period";"Greek";"I_2327";FALSE;193;395
"PH277778";"Prusias ad Mare";"IK Kios 100";"Late Roman Imp. p.";"Greek";"I_2328";FALSE;193;395
"PH277701";"Prusias ad Mare";"IK Kios 22";"Late Hellenistic/                 Early Roman imp. period";"Greek";"I_2329";FALSE;-150;69
"PH277700";"Prusias ad Mare";"IK Kios 21";"Late Hellenistic/                  Early Roman imp. period";"Greek";"I_2330";FALSE;-150;69
NA;"Prusias ad Mare";"SEG 44: 1003; Aderg 2 (1994) p. 119-120, no.1";"Late Hellenistic";"Greek";"I_2331";FALSE;-150;-74
NA;"Prusias ad Mare";"SEG 44: 1004; Aderg 2 (1994) p. 120, no.2";"Late Hellenistic";"Greek";"I_2332";FALSE;-150;-74
"PH277773";"Prusias ad Mare";"IK Kios 95";"Early/Middle Roman Imp. p.";"Greek";"I_2333";FALSE;-31;192
"PH277798";"Prusias ad Mare";"IK Kios 120";"Early Byzantine period";"Greek";"I_2334";FALSE;395;565
"PH277681";"Prusias ad Mare";"IK Kios 2";"ca. 360 BC";"Greek";"I_2335";FALSE;-370;-350
"PH279934";"Prusias ad Mare";"SEG 42: 1111";"ca. 200 AD";"Greek";"I_2336";FALSE;190;210
NA;"Prusias ad Mare";"SEG 61: 1044";"after 212 AD";"Greek";"I_2337";FALSE;212;250
"PH277795";"Prusias ad Mare";"IK Kios 117";"AD";"Greek";"I_2338";FALSE;0;799
"PH277796";"Prusias ad Mare";"IK Kios 118";"AD";"Greek";"I_2339";FALSE;0;799
"PH277797";"Prusias ad Mare";"IK Kios 119";"AD";"Greek";"I_2340";FALSE;0;799
"PH277688";"Prusias ad Mare";"IK Kios 9";"84–96 AD";"Greek";"I_2341";FALSE;84;96
"PH277693";"Prusias ad Mare";"IK Kios 14";"78 AD";"Greek";"I_2342";FALSE;78;78
"PH277680";"Prusias ad Mare";"IK Kios 1";"4th c. BC";"Greek";"I_2343";FALSE;-399;-300
"PH277704";"Prusias ad Mare";"IK Kios 25";"4th c. BC";"Greek";"I_2344";FALSE;-399;-300
"PH277755";"Prusias ad Mare";"IK Kios 77";"4th c. AD";"Greek";"I_2345";FALSE;300;399
"PH277702";"Prusias ad Mare";"IK Kios 23";"3rd c. BC";"Greek";"I_2346";FALSE;-299;-200
"PH277785";"Prusias ad Mare";"IK Kios 107";"3rd – 4th c. AD";"Greek";"I_2347";FALSE;200;399
NA;"Prusias ad Mare";"SEG 61: 1042";"2nd/early 3rd century AD";"Greek";"I_2348";FALSE;100;220
NA;"Prusias ad Mare";"SEG 61: 1043";"2nd/early 3rd century AD";"Greek";"I_2349";FALSE;100;220
"PH277737";"Prusias ad Mare";"IK Kios 58";"2nd c. BC";"Greek";"I_2350";TRUE;-199;-100
"PH277696";"Prusias ad Mare";"IK Kios 17";"2nd c. BC";"Greek";"I_2351";FALSE;-199;-100
"PH277790";"Prusias ad Mare";"IK Kios 112";"2nd c. AD";"Greek";"I_2352";FALSE;100;199
"PH277710";"Prusias ad Mare";"IK Kios 31";"2nd c. AD";"Greek";"I_2353";FALSE;100;199
"PH277724";"Prusias ad Mare";"IK Kios 45";"2nd c. AD";"Greek";"I_2354";FALSE;100;199
"PH277759";"Prusias ad Mare";"IK Kios 81";"2nd c. AD";"Greek";"I_2355";FALSE;100;199
"PH277766";"Prusias ad Mare";"IK Kios 88";"2nd c. AD";"Greek";"I_2356";FALSE;100;199
"PH279926";"Prusias ad Mare";"SEG 41: 1095";"2nd c. AD";"Greek";"I_2357";FALSE;100;199
"PH277718";"Prusias ad Mare";"IK Kios 39";"2nd – 3rd c. AD";"Greek";"I_2358";FALSE;100;299
"PH279924";"Prusias ad Mare";"SEG 41: 1093";"2nd – 3rd c. AD";"Greek";"I_2359";FALSE;100;299
"PH277686";"Prusias ad Mare";"IK Kios 7";"286/287 AD";"Greek";"I_2360";FALSE;286;287
"PH277776";"Prusias ad Mare";"IK Kios 98";"281 or 190 BC";"Greek";"I_2361";TRUE;-281;-190
"HD051473";"Prusias ad Mare";"AE 2000, 1362";"251–253 AD";"Latin";"I_2362";FALSE;251;253
"PH277697";"Prusias ad Mare";"IK Kios 18";"241 BC";"Greek";"I_2363";FALSE;-241;-241
"PH277793";"Prusias ad Mare";"IK Kios 115";"212–217 AD";"Greek";"I_2364";FALSE;212;217
"PH277780";"Prusias ad Mare";"IK Kios 102";"1st c. BC";"Greek";"I_2365";TRUE;-99;0
"PH277698";"Prusias ad Mare";"IK Kios 19";"1st c. BC";"Greek";"I_2366";TRUE;-99;0
"PH277707";"Prusias ad Mare";"IK Kios 28";"1st c. BC";"Greek";"I_2367";TRUE;-99;0
"PH277753";"Prusias ad Mare";"IK Kios 75";"1st c. BC";"Greek";"I_2368";FALSE;-99;0
"PH277758";"Prusias ad Mare";"IK Kios 80";"1st c. AD";"Greek";"I_2369";FALSE;0;99
"PH279929";"Prusias ad Mare";"SEG 41: 1098";"1st c. AD";"Greek";"I_2370";FALSE;0;99
"PH277694";"Prusias ad Mare";"IK Kios 15";"159 AD";"Greek";"I_2371";FALSE;159;159
"PH277738";"Prusias ad Mare";"IK Kios 59";"150–100 BC";"Greek";"I_2372";FALSE;-150;-100
"PH277706";"Prusias ad Mare";"IK Kios 27";"138/139 AD";"Greek";"I_2373";FALSE;138;139
"PH277691";"Prusias ad Mare";"IK Kios 12";"117–138 AD";"Greek";"I_2374";FALSE;117;138
"PH277692";"Prusias ad Mare";"IK Kios 13";"117–138 AD";"Greek";"I_2375";FALSE;117;138
"PH277695";"Prusias ad Mare";"IK Kios 16";"108/109 AD";"Greek";"I_2376";FALSE;108;109
NA;"Prusias ad Mare";"AE 1998, 1287";NA;"Greek";"I_2377";FALSE;NA;NA
"PH277689";"Prusias ad Mare";"IK Kios 10";NA;"Greek";"I_2378";FALSE;NA;NA
"PH277779";"Prusias ad Mare";"IK Kios 101";NA;"Greek";"I_2379";FALSE;NA;NA
"PH277781";"Prusias ad Mare";"IK Kios 103";NA;"Greek";"I_2380";FALSE;NA;NA
"PH277782";"Prusias ad Mare";"IK Kios 104";NA;"Greek";"I_2381";FALSE;NA;NA
"PH277783";"Prusias ad Mare";"IK Kios 105";NA;"Greek";"I_2382";FALSE;NA;NA
"PH277784";"Prusias ad Mare";"IK Kios 106";NA;"Greek";"I_2383";FALSE;NA;NA
"PH277786";"Prusias ad Mare";"IK Kios 108";NA;"Greek";"I_2384";FALSE;NA;NA
"PH277690";"Prusias ad Mare";"IK Kios 11";NA;"Greek";"I_2385";FALSE;NA;NA
"PH277788";"Prusias ad Mare";"IK Kios 110";NA;"Greek";"I_2386";FALSE;NA;NA
"PH277789";"Prusias ad Mare";"IK Kios 111";NA;"Greek";"I_2387";FALSE;NA;NA
"PH277791";"Prusias ad Mare";"IK Kios 113";NA;"Greek";"I_2388";FALSE;NA;NA
"PH277792";"Prusias ad Mare";"IK Kios 114";NA;"Greek";"I_2389";FALSE;NA;NA
"PH277794";"Prusias ad Mare";"IK Kios 116";NA;"Greek";"I_2390";FALSE;NA;NA
"PH277699";"Prusias ad Mare";"IK Kios 20";NA;"Greek";"I_2391";FALSE;NA;NA
"PH277703";"Prusias ad Mare";"IK Kios 24";NA;"Greek";"I_2392";FALSE;NA;NA
"PH277705";"Prusias ad Mare";"IK Kios 26";NA;"Greek";"I_2393";FALSE;NA;NA
"PH277708";"Prusias ad Mare";"IK Kios 29";NA;"Greek";"I_2394";FALSE;NA;NA
"PH277682";"Prusias ad Mare";"IK Kios 3";NA;"Greek";"I_2395";FALSE;NA;NA
"PH277709";"Prusias ad Mare";"IK Kios 30";NA;"Greek";"I_2396";FALSE;NA;NA
"PH277711";"Prusias ad Mare";"IK Kios 32";NA;"Greek";"I_2397";FALSE;NA;NA
"PH277712";"Prusias ad Mare";"IK Kios 33";NA;"Greek";"I_2398";FALSE;NA;NA
"PH277713";"Prusias ad Mare";"IK Kios 34";NA;"Greek";"I_2399";FALSE;NA;NA
"PH277714";"Prusias ad Mare";"IK Kios 35";NA;"Greek";"I_2400";FALSE;NA;NA
"PH277715";"Prusias ad Mare";"IK Kios 36";NA;"Greek";"I_2401";FALSE;NA;NA
"PH277717";"Prusias ad Mare";"IK Kios 38";NA;"Greek";"I_2402";FALSE;NA;NA
"PH277683";"Prusias ad Mare";"IK Kios 4";NA;"Greek";"I_2403";FALSE;NA;NA
"PH277719";"Prusias ad Mare";"IK Kios 40";NA;"Greek";"I_2404";FALSE;NA;NA
"PH277720";"Prusias ad Mare";"IK Kios 41";NA;"Greek";"I_2405";FALSE;NA;NA
"PH277721";"Prusias ad Mare";"IK Kios 42";NA;"Greek";"I_2406";FALSE;NA;NA
"PH277722";"Prusias ad Mare";"IK Kios 43";NA;"Greek";"I_2407";FALSE;NA;NA
"PH277723";"Prusias ad Mare";"IK Kios 44";NA;"Greek";"I_2408";FALSE;NA;NA
"PH277725";"Prusias ad Mare";"IK Kios 46";NA;"Latin";"I_2409";FALSE;NA;NA
"PH277726";"Prusias ad Mare";"IK Kios 47";NA;"Greek";"I_2410";FALSE;NA;NA
"PH277684";"Prusias ad Mare";"IK Kios 5";NA;"Greek";"I_2411";FALSE;NA;NA
"PH277729";"Prusias ad Mare";"IK Kios 50";NA;"Greek";"I_2412";FALSE;NA;NA
"PH277730";"Prusias ad Mare";"IK Kios 51";NA;"Greek";"I_2413";FALSE;NA;NA
"PH277731";"Prusias ad Mare";"IK Kios 52";NA;"Greek";"I_2414";FALSE;NA;NA
"PH277732";"Prusias ad Mare";"IK Kios 53";NA;"Greek";"I_2415";FALSE;NA;NA
"PH277733";"Prusias ad Mare";"IK Kios 54";NA;"Greek";"I_2416";FALSE;NA;NA
"PH277735";"Prusias ad Mare";"IK Kios 56";NA;"Greek";"I_2417";FALSE;NA;NA
"PH277736";"Prusias ad Mare";"IK Kios 57";NA;"Greek";"I_2418";FALSE;NA;NA
"PH277685";"Prusias ad Mare";"IK Kios 6";NA;"Greek";"I_2419";FALSE;NA;NA
"PH277739";"Prusias ad Mare";"IK Kios 60";NA;"Greek";"I_2420";FALSE;NA;NA
"PH277740";"Prusias ad Mare";"IK Kios 61";NA;"Greek";"I_2421";FALSE;NA;NA
"PH277741";"Prusias ad Mare";"IK Kios 62";NA;"Greek";"I_2422";FALSE;NA;NA
"PH277742";"Prusias ad Mare";"IK Kios 63";NA;"Greek";"I_2423";FALSE;NA;NA
"PH277743";"Prusias ad Mare";"IK Kios 64";NA;"Greek";"I_2424";FALSE;NA;NA
"PH277744";"Prusias ad Mare";"IK Kios 65";NA;"Greek";"I_2425";FALSE;NA;NA
"PH277745";"Prusias ad Mare";"IK Kios 66";NA;"Greek";"I_2426";FALSE;NA;NA
"PH277746";"Prusias ad Mare";"IK Kios 67";NA;"Greek";"I_2427";FALSE;NA;NA
"PH277747";"Prusias ad Mare";"IK Kios 68";NA;"Greek";"I_2428";FALSE;NA;NA
"PH277748";"Prusias ad Mare";"IK Kios 69";NA;"Greek";"I_2429";FALSE;NA;NA
"PH277749";"Prusias ad Mare";"IK Kios 70";NA;"Greek";"I_2430";FALSE;NA;NA
"PH277750";"Prusias ad Mare";"IK Kios 71";NA;"Greek";"I_2431";FALSE;NA;NA
"PH277751";"Prusias ad Mare";"IK Kios 72";NA;"Greek";"I_2432";FALSE;NA;NA
"PH277752";"Prusias ad Mare";"IK Kios 73";NA;"Greek";"I_2433";FALSE;NA;NA
"PH277754";"Prusias ad Mare";"IK Kios 76";NA;"Greek";"I_2434";FALSE;NA;NA
"PH277756";"Prusias ad Mare";"IK Kios 78";NA;"Greek";"I_2435";FALSE;NA;NA
"PH277757";"Prusias ad Mare";"IK Kios 79";NA;"Greek";"I_2436";FALSE;NA;NA
"PH277687";"Prusias ad Mare";"IK Kios 8";NA;"Greek";"I_2437";FALSE;NA;NA
"PH277760";"Prusias ad Mare";"IK Kios 82";NA;"Greek";"I_2438";FALSE;NA;NA
"PH277761";"Prusias ad Mare";"IK Kios 83";NA;"Greek";"I_2439";FALSE;NA;NA
"PH277762";"Prusias ad Mare";"IK Kios 84";NA;"Greek";"I_2440";FALSE;NA;NA
"PH277763";"Prusias ad Mare";"IK Kios 85";NA;"Greek";"I_2441";FALSE;NA;NA
"PH277764";"Prusias ad Mare";"IK Kios 86";NA;"Greek";"I_2442";FALSE;NA;NA
"PH277765";"Prusias ad Mare";"IK Kios 87";NA;"Greek";"I_2443";FALSE;NA;NA
"PH277767";"Prusias ad Mare";"IK Kios 89";NA;"Greek";"I_2444";FALSE;NA;NA
"PH277768";"Prusias ad Mare";"IK Kios 90";NA;"Greek";"I_2445";FALSE;NA;NA
"PH277769";"Prusias ad Mare";"IK Kios 91";NA;"Greek";"I_2446";FALSE;NA;NA
"PH277770";"Prusias ad Mare";"IK Kios 92";NA;"Greek";"I_2447";FALSE;NA;NA
"PH277771";"Prusias ad Mare";"IK Kios 93";NA;"Greek";"I_2448";FALSE;NA;NA
"PH277772";"Prusias ad Mare";"IK Kios 94";NA;"Greek";"I_2449";FALSE;NA;NA
"PH277774";"Prusias ad Mare";"IK Kios 96";NA;"Greek";"I_2450";FALSE;NA;NA
"PH277775";"Prusias ad Mare";"IK Kios 97";NA;"Greek";"I_2451";FALSE;NA;NA
"PH277777";"Prusias ad Mare";"IK Kios 99";NA;"Greek";"I_2452";FALSE;NA;NA
"PH279914";"Prusias ad Mare";"SEG 38: 1275";NA;"Greek";"I_2453";FALSE;NA;NA
"PH279927";"Prusias ad Mare";"SEG 41: 1096";NA;"Greek";"I_2454";FALSE;NA;NA
"PH279928";"Prusias ad Mare";"SEG 41: 1097";NA;"Greek";"I_2455";FALSE;NA;NA
NA;"Prusias ad Mare";"SEG 48: 1498; BCH 24, 385, 41";"AD 288/289";"Greek";"I_2456";FALSE;288;289
"PH278536";"Prusias ad Olympum";"IK Prusa ad Olympum 45";"Roman period";"Greek";"I_2457";FALSE;-74;395
"PH278742";"Prusias ad Olympum";"IK Prusa ad Olympum 1023";"Roman Imp. period ";"Greek";"I_2458";TRUE;-31;395
"PH278743";"Prusias ad Olympum";"IK Prusa ad Olympum 1024";"Roman Imp. period ";"Greek";"I_2459";TRUE;-31;395
"PH278750";"Prusias ad Olympum";"IK Prusa ad Olympum 1031";"Roman Imp. period";"Greek";"I_2460";FALSE;-31;395
"PH278801";"Prusias ad Olympum";"IK Prusa ad Olympum 1082";"Roman Imp. period";"Greek";"I_2461";FALSE;-31;395
"PH278804";"Prusias ad Olympum";"IK Prusa ad Olympum 1085";"Roman Imp. period";"Greek";"I_2462";FALSE;-31;395
"PH278805";"Prusias ad Olympum";"IK Prusa ad Olympum 1086";"Roman Imp. period";"Greek";"I_2463";FALSE;-31;395
"PH278811";"Prusias ad Olympum";"IK Prusa ad Olympum 1092";"Roman Imp. period";"Greek";"I_2464";FALSE;-31;395
"PH278602";"Prusias ad Olympum";"IK Prusa ad Olympum 112";"Roman Imp. period";"Greek";"I_2465";FALSE;-31;395
"PH278678";"Prusias ad Olympum";"IK Prusa ad Olympum 189";"Roman Imp. period";"Greek";"I_2466";FALSE;-31;395
"PH278679";"Prusias ad Olympum";"IK Prusa ad Olympum 190";"Roman Imp. period";"Greek";"I_2467";FALSE;-31;395
"PH278688";"Prusias ad Olympum";"IK Prusa ad Olympum 198";"Roman Imp. period";"Greek";"I_2468";FALSE;-31;395
"PH278699";"Prusias ad Olympum";"IK Prusa ad Olympum 209";"Roman Imp. period";"Greek";"I_2469";FALSE;-31;395
"PH278540";"Prusias ad Olympum";"IK Prusa ad Olympum 49";"Roman Imp. period";"Greek";"I_2470";FALSE;-31;395
"PH278542";"Prusias ad Olympum";"IK Prusa ad Olympum 51";"Roman Imp. period";"Greek";"I_2471";FALSE;-31;395
"PH278558";"Prusias ad Olympum";"IK Prusa ad Olympum 68";"Roman Imp. period";"Greek";"I_2472";FALSE;-31;395
"PH278685";"Prusias ad Olympum";"IK Prusa ad Olympum 196";"mid – end of 2nd c. AD";"Greek";"I_2473";FALSE;140;199
"PH278686";"Prusias ad Olympum";"IK Prusa ad Olympum 196,Add";"mid – end of 2nd c. AD";"Greek";"I_2474";FALSE;140;199
"PH278539";"Prusias ad Olympum";"IK Prusa ad Olympum 48";"mid – end of 2nd c. AD";"Greek";"I_2475";FALSE;140;199
"PH278739";"Prusias ad Olympum";"IK Prusa ad Olympum 1020";"Late Hellenistic/                Early Roman Imp. period";"Greek";"I_2476";FALSE;-150;69
"PH278724";"Prusias ad Olympum";"IK Prusa ad Olympum 1005";"Late Hellenistic/                 Early Roman Imp. period";"Greek";"I_2477";FALSE;-150;69
"PH278732";"Prusias ad Olympum";"IK Prusa ad Olympum 1013";"Late Hellenistic/                 Early Roman Imp. period";"Greek";"I_2478";FALSE;-150;69
"PH278740";"Prusias ad Olympum";"IK Prusa ad Olympum 1021";"Late Hellenistic/                 Early Roman Imp. period";"Greek";"I_2479";FALSE;-150;69
"PH278744";"Prusias ad Olympum";"IK Prusa ad Olympum 1025";"Late Hellenistic/                 Early Roman Imp. period";"Greek";"I_2480";FALSE;-150;69
"PH278752";"Prusias ad Olympum";"IK Prusa ad Olympum 1033";"Late Hellenistic/                 Early Roman Imp. period";"Greek";"I_2481";FALSE;-150;69
"PH278736";"Prusias ad Olympum";"IK Prusa ad Olympum 1017";"Late Hellenistic/                  Early Roman Imp. period";"Greek";"I_2482";FALSE;-150;69
"PH278747";"Prusias ad Olympum";"IK Prusa ad Olympum 1028";"Late Hellenistic/                   Early Roman Imp. period";"Greek";"I_2483";FALSE;-150;69
"PH278552";"Prusias ad Olympum";"IK Prusa ad Olympum 62";"Late Hellenistic period";"Greek";"I_2484";FALSE;-150;-74
NA;"Prusias ad Olympum";"SEG 60: 1356";"late 3rd century AD";"Greek";"I_2485";FALSE;280;299
NA;"Prusias ad Olympum";"SEG 60: 1352";"late 2nd century AD ";"Greek";"I_2486";TRUE;180;199
NA;"Prusias ad Olympum";"SEG 60: 1353";"late 2nd century AD ";"Greek";"I_2487";TRUE;180;199
"PH278599";"Prusias ad Olympum";"IK Prusa ad Olympum 109";"late 2nd c. AD";"Greek";"I_2488";FALSE;180;199
"PH278581";"Prusias ad Olympum";"IK Prusa ad Olympum 91";"late 2nd c. AD";"Greek";"I_2489";FALSE;180;199
"PH278717";"Prusias ad Olympum";"IK Prusa ad Olympum 227";"end of the 2nd c. AD";"Greek";"I_2490";FALSE;180;199
"PH278577";"Prusias ad Olympum";"IK Prusa ad Olympum 87";"end of the 2nd c. AD";"Greek";"I_2491";FALSE;180;199
"PH278533";"Prusias ad Olympum";"IK Prusa ad Olympum 42";"end of the 2nd – 3rd c. AD";"Greek";"I_2492";FALSE;180;299
"PH278726";"Prusias ad Olympum";"IK Prusa ad Olympum 1007";"Early/Middle Roman Imp. p.";"Greek";"I_2493";FALSE;-31;192
"PH278748";"Prusias ad Olympum";"IK Prusa ad Olympum 1029";"Early Roman Imp. period";"Greek";"I_2494";FALSE;-31;69
"PH278749";"Prusias ad Olympum";"IK Prusa ad Olympum 1030";"Early Roman Imp. period";"Greek";"I_2495";FALSE;-31;69
"PH278760";"Prusias ad Olympum";"IK Prusa ad Olympum 1041";"Early Roman Imp. period";"Greek";"I_2496";FALSE;-31;69
NA;"Prusias ad Olympum";"SEG 49: 1798";"early Byzantine period";"Greek";"I_2497";FALSE;395;565
"PH278815";"Prusias ad Olympum";"IK Prusa ad Olympum 1096";"Byzantine period";"Greek";"I_2498";FALSE;395;799
"PH278817";"Prusias ad Olympum";"IK Prusa ad Olympum 1098";"Byzantine period";"Greek";"I_2499";FALSE;395;799
