"","ikey","Location","Source","Chronological.Frame","Language"
"2554","PH278790","Prusias ad Olympum","IK Prusa ad Olympum 1071","2nd c. AD?","Greek"
"2555","PH278795","Prusias ad Olympum","IK Prusa ad Olympum 1076","2nd c. AD?","Greek"
"2556","PH278807","Prusias ad Olympum","IK Prusa ad Olympum 1088","2nd c. AD?","Greek"
"2557","PH278808","Prusias ad Olympum","IK Prusa ad Olympum 1089","2nd c. AD?","Greek"
"2558","PH278590","Prusias ad Olympum","IK Prusa ad Olympum 100","2nd c. AD","Greek"
"2559","PH278746","Prusias ad Olympum","IK Prusa ad Olympum 1027","2nd c. AD","Greek"
"2560","PH278593","Prusias ad Olympum","IK Prusa ad Olympum 103","2nd c. AD","Greek"
"2561","PH278754","Prusias ad Olympum","IK Prusa ad Olympum 1035","2nd c. AD","Greek"
"2562","PH278755","Prusias ad Olympum","IK Prusa ad Olympum 1036","2nd c. AD","Greek"
"2563","PH278766","Prusias ad Olympum","IK Prusa ad Olympum 1047","2nd c. AD","Greek"
"2564","PH278595","Prusias ad Olympum","IK Prusa ad Olympum 105","2nd c. AD","Greek"
"2565","PH278596","Prusias ad Olympum","IK Prusa ad Olympum 1060","2nd c. AD","Greek"
"2566","PH278785","Prusias ad Olympum","IK Prusa ad Olympum 1066","2nd c. AD","Greek"
"2567","PH278597","Prusias ad Olympum","IK Prusa ad Olympum 1070","2nd c. AD","Greek"
"2568","PH278810","Prusias ad Olympum","IK Prusa ad Olympum 1091","2nd c. AD","Greek"
"2569","PH278605","Prusias ad Olympum","IK Prusa ad Olympum 115","2nd c. AD","Greek"
"2570","PH278606","Prusias ad Olympum","IK Prusa ad Olympum 116","2nd c. AD","Greek"
"2571","PH278607","Prusias ad Olympum","IK Prusa ad Olympum 117","2nd c. AD","Greek"
"2572","PH278608","Prusias ad Olympum","IK Prusa ad Olympum 118","2nd c. AD","Greek"
"2573","PH278609","Prusias ad Olympum","IK Prusa ad Olympum 119","2nd c. AD","Greek"
"2574","PH278610","Prusias ad Olympum","IK Prusa ad Olympum 120","2nd c. AD","Greek"
"2575","PH278623","Prusias ad Olympum","IK Prusa ad Olympum 132","2nd c. AD","Greek"
"2576","PH278635","Prusias ad Olympum","IK Prusa ad Olympum 146","2nd c. AD","Greek"
"2577","PH278636","Prusias ad Olympum","IK Prusa ad Olympum 147","2nd c. AD","Greek"
"2578","PH278637","Prusias ad Olympum","IK Prusa ad Olympum 148","2nd c. AD","Greek"
"2579","PH278638","Prusias ad Olympum","IK Prusa ad Olympum 149","2nd c. AD","Greek"
"2580","PH278639","Prusias ad Olympum","IK Prusa ad Olympum 150","2nd c. AD","Greek"
"2581","PH278641","Prusias ad Olympum","IK Prusa ad Olympum 152","2nd c. AD","Greek"
"2582","PH278642","Prusias ad Olympum","IK Prusa ad Olympum 154","2nd c. AD","Greek"
"2583","PH278643","Prusias ad Olympum","IK Prusa ad Olympum 155","2nd c. AD","Greek"
"2584","PH278644","Prusias ad Olympum","IK Prusa ad Olympum 156","2nd c. AD","Greek"
"2585","PH278647","Prusias ad Olympum","IK Prusa ad Olympum 159","2nd c. AD","Greek"
"2586","PH278648","Prusias ad Olympum","IK Prusa ad Olympum 160","2nd c. AD","Greek"
"2587","PH278649","Prusias ad Olympum","IK Prusa ad Olympum 161","2nd c. AD","Greek"
"2588","PH278653","Prusias ad Olympum","IK Prusa ad Olympum 165","2nd c. AD","Greek"
"2589","PH278656","Prusias ad Olympum","IK Prusa ad Olympum 168","2nd c. AD","Greek"
"2590","PH278657","Prusias ad Olympum","IK Prusa ad Olympum 169","2nd c. AD","Greek"
"2591","PH278508","Prusias ad Olympum","IK Prusa ad Olympum 17","2nd c. AD","Greek"
"2592","PH278660","Prusias ad Olympum","IK Prusa ad Olympum 172","2nd c. AD","Latin"
"2593","PH278661","Prusias ad Olympum","IK Prusa ad Olympum 173","2nd c. AD","Latin"
"2594","PH278662HD032064","Prusias ad Olympum","IK Prusa ad Olympum 174","2nd c. AD","Latin"
"2595","PH278509","Prusias ad Olympum","IK Prusa ad Olympum 18","2nd c. AD","Greek"
"2596","PH278674","Prusias ad Olympum","IK Prusa ad Olympum 185","2nd c. AD","Greek"
"2597","PH278521","Prusias ad Olympum","IK Prusa ad Olympum 30","2nd c. AD","Greek"
"2598","PH278522","Prusias ad Olympum","IK Prusa ad Olympum 31","2nd c. AD","Greek"
"2599","PH278523","Prusias ad Olympum","IK Prusa ad Olympum 32","2nd c. AD","Greek"
"2600","PH278527","Prusias ad Olympum","IK Prusa ad Olympum 36","2nd c. AD","Greek"
"2601","PH278541","Prusias ad Olympum","IK Prusa ad Olympum 50","2nd c. AD","Greek"
"2602","PH278547","Prusias ad Olympum","IK Prusa ad Olympum 56","2nd c. AD","Greek"
"2603","PH278548","Prusias ad Olympum","IK Prusa ad Olympum 57","2nd c. AD","Greek"
"2604","PH278551","Prusias ad Olympum","IK Prusa ad Olympum 60","2nd c. AD","Greek"
"2605","PH278555","Prusias ad Olympum","IK Prusa ad Olympum 65","2nd c. AD","Greek"
"2606","PH278556","Prusias ad Olympum","IK Prusa ad Olympum 66","2nd c. AD","Greek"
"2607","PH278560","Prusias ad Olympum","IK Prusa ad Olympum 70","2nd c. AD","Greek"
"2608","PH278561","Prusias ad Olympum","IK Prusa ad Olympum 71","2nd c. AD","Greek"
"2609","PH278562","Prusias ad Olympum","IK Prusa ad Olympum 72","2nd c. AD","Greek"
"2610","PH278564","Prusias ad Olympum","IK Prusa ad Olympum 74","2nd c. AD","Greek"
"2611","PH278565","Prusias ad Olympum","IK Prusa ad Olympum 75","2nd c. AD","Greek"
"2612","PH278567","Prusias ad Olympum","IK Prusa ad Olympum 77","2nd c. AD","Greek"
"2613","PH278569","Prusias ad Olympum","IK Prusa ad Olympum 79","2nd c. AD","Greek"
"2614","PH278572","Prusias ad Olympum","IK Prusa ad Olympum 82","2nd c. AD","Greek"
"2615","PH278573","Prusias ad Olympum","IK Prusa ad Olympum 83","2nd c. AD","Greek"
"2616","PH278574","Prusias ad Olympum","IK Prusa ad Olympum 84","2nd c. AD","Greek"
"2617","PH278575","Prusias ad Olympum","IK Prusa ad Olympum 85","2nd c. AD","Greek"
"2618","PH278580","Prusias ad Olympum","IK Prusa ad Olympum 90","2nd c. AD","Greek"
"2619","PH278583","Prusias ad Olympum","IK Prusa ad Olympum 93","2nd c. AD","Greek"
"2620","PH278584","Prusias ad Olympum","IK Prusa ad Olympum 94","2nd c. AD","Greek"
"2621","PH278585","Prusias ad Olympum","IK Prusa ad Olympum 95","2nd c. AD","Greek"
"2622","PH278586","Prusias ad Olympum","IK Prusa ad Olympum 96","2nd c. AD","Greek"
"2623","PH278587","Prusias ad Olympum","IK Prusa ad Olympum 97","2nd c. AD","Greek"
"2624","PH278733","Prusias ad Olympum","IK Prusa ad Olympum 1014","2nd - 3rd c. AD","Greek"
"2625","PH278735","Prusias ad Olympum","IK Prusa ad Olympum 1016","2nd - 3rd c. AD","Greek"
"2626","PH278741","Prusias ad Olympum","IK Prusa ad Olympum 1022","2nd - 3rd c. AD","Greek"
"2627","PH278751","Prusias ad Olympum","IK Prusa ad Olympum 1032","2nd - 3rd c. AD","Greek"
"2628","PH278753","Prusias ad Olympum","IK Prusa ad Olympum 1034","2nd - 3rd c. AD","Greek"
"2629","PH278756","Prusias ad Olympum","IK Prusa ad Olympum 1037","2nd - 3rd c. AD","Greek"
"2630","PH278764","Prusias ad Olympum","IK Prusa ad Olympum 1045","2nd - 3rd c. AD","Greek"
"2631","PH278769","Prusias ad Olympum","IK Prusa ad Olympum 1050","2nd - 3rd c. AD","Greek"
"2632","PH278778","Prusias ad Olympum","IK Prusa ad Olympum 1059","2nd - 3rd c. AD","Greek"
"2633","PH278786","Prusias ad Olympum","IK Prusa ad Olympum 1067","2nd - 3rd c. AD","Greek"
"2634","PH278787","Prusias ad Olympum","IK Prusa ad Olympum 1068","2nd - 3rd c. AD","Greek"
"2635","PH278794","Prusias ad Olympum","IK Prusa ad Olympum 1075","2nd - 3rd c. AD","Greek"
"2636","PH278800","Prusias ad Olympum","IK Prusa ad Olympum 1081","2nd - 3rd c. AD","Greek"
"2637","PH278611","Prusias ad Olympum","IK Prusa ad Olympum 121","2nd - 3rd c. AD","Greek"
"2638","PH278615","Prusias ad Olympum","IK Prusa ad Olympum 125","2nd - 3rd c. AD","Greek"
"2639","PH278616","Prusias ad Olympum","IK Prusa ad Olympum 125a","2nd - 3rd c. AD","Greek"
"2640","PH278667","Prusias ad Olympum","IK Prusa ad Olympum 178a","2nd - 3rd c. AD","Greek"
"2641","PH278675","Prusias ad Olympum","IK Prusa ad Olympum 186","2nd - 3rd c. AD","Greek"
"2642","PH278534","Prusias ad Olympum","IK Prusa ad Olympum 43","2nd - 3rd c. AD","Greek"
"2643","PH278546","Prusias ad Olympum","IK Prusa ad Olympum 55","2nd - 3rd c. AD","Greek"
"2644","PH278550","Prusias ad Olympum","IK Prusa ad Olympum 59","2nd - 3rd c. AD","Greek"
"2645","PH278553","Prusias ad Olympum","IK Prusa ad Olympum 63","2nd - 3rd c. AD","Greek"
"2646","PH278559","Prusias ad Olympum","IK Prusa ad Olympum 69","2nd - 3rd c. AD","Greek"
"2647","PH278773","Prusias ad Olympum","IK Prusa ad Olympum 1054","2nd - 1st c. BC","Greek"
"2648","PH278809","Prusias ad Olympum","IK Prusa ad Olympum 1090","2nd - 1st c. BC","Greek"
"2649","PH278502","Prusias ad Olympum","IK Prusa ad Olympum 11","238-244 AD","Latin"
"2650","PH278779","Prusias ad Olympum","IK Prusa ad Olympum 1060","1st c. BC - 1st c. AD","Greek"
"2651","PH278780","Prusias ad Olympum","IK Prusa ad Olympum 1061","1st c. BC - 1st c. AD","Greek"
"2652","PH278782","Prusias ad Olympum","IK Prusa ad Olympum 1063","1st c. BC - 1st c. AD","Greek"
"2653","PH278789","Prusias ad Olympum","IK Prusa ad Olympum 1070","1st c. BC - 1st c. AD","Greek"
"2654","PH278505","Prusias ad Olympum","IK Prusa ad Olympum 14","1st c. BC - 1st c. AD","Greek"
"2655","PH278516","Prusias ad Olympum","IK Prusa ad Olympum 25","1st c. BC - 1st c. AD","Greek"
"2656","PH278612","Prusias ad Olympum","IK Prusa ad Olympum 122","1st c. BC","Greek"
"2657","PH278617","Prusias ad Olympum","IK Prusa ad Olympum 126","1st c. BC","Greek"
"2658","PH278619","Prusias ad Olympum","IK Prusa ad Olympum 128","1st c. BC","Greek"
"2659","PH278624","Prusias ad Olympum","IK Prusa ad Olympum 133","1st c. BC","Greek"
"2660","PH278629","Prusias ad Olympum","IK Prusa ad Olympum 139","1st c. BC","Greek"
"2661","PH278634","Prusias ad Olympum","IK Prusa ad Olympum 145","1st c. BC","Greek"
"2662","PH278658","Prusias ad Olympum","IK Prusa ad Olympum 170","1st c. BC","Greek"
"2663","PH278571","Prusias ad Olympum","IK Prusa ad Olympum 81","1st c. BC","Greek"
"2664","PH278727","Prusias ad Olympum","IK Prusa ad Olympum 1008","1st c. AD?","Greek"
"2665","PH278772","Prusias ad Olympum","IK Prusa ad Olympum 1053","1st c. AD?","Greek"
"2666","PH278775","Prusias ad Olympum","IK Prusa ad Olympum 1056","1st c. AD?","Greek"
"2667","PH278776","Prusias ad Olympum","IK Prusa ad Olympum 1057","1st c. AD?","Greek"
"2668","PH278783","Prusias ad Olympum","IK Prusa ad Olympum 1064","1st c. AD?","Greek"
"2669","PH278792","Prusias ad Olympum","IK Prusa ad Olympum 1073","1st c. AD?","Greek"
"2670","PH278793","Prusias ad Olympum","IK Prusa ad Olympum 1074","1st c. AD?","Greek"
"2671","PH278798","Prusias ad Olympum","IK Prusa ad Olympum 1079","1st c. AD?","Greek"
"2672","PH278515","Prusias ad Olympum","IK Prusa ad Olympum 24","1st c. AD?","Greek"
"2673","PH278591","Prusias ad Olympum","IK Prusa ad Olympum 101","1st c. AD","Greek"
"2674","PH278734","Prusias ad Olympum","IK Prusa ad Olympum 1015","1st c. AD","Greek"
"2675","PH278759","Prusias ad Olympum","IK Prusa ad Olympum 1040","1st c. AD","Greek"
"2676","PH278770","Prusias ad Olympum","IK Prusa ad Olympum 1051","1st c. AD","Greek"
"2677","PH278771","Prusias ad Olympum","IK Prusa ad Olympum 1052","1st c. AD","Greek"
"2678","PH278774","Prusias ad Olympum","IK Prusa ad Olympum 1055","1st c. AD","Greek"
"2679","PH278784","Prusias ad Olympum","IK Prusa ad Olympum 1065","1st c. AD","Greek"
"2680","PH278613","Prusias ad Olympum","IK Prusa ad Olympum 123","1st c. AD","Greek"
"2681","PH278620","Prusias ad Olympum","IK Prusa ad Olympum 129","1st c. AD","Greek"
"2682","PH278622","Prusias ad Olympum","IK Prusa ad Olympum 131","1st c. AD","Greek"
"2683","PH278645","Prusias ad Olympum","IK Prusa ad Olympum 157","1st c. AD","Greek"
"2684","PH278650","Prusias ad Olympum","IK Prusa ad Olympum 162","1st c. AD","Greek"
"2685","PH278659","Prusias ad Olympum","IK Prusa ad Olympum 171","1st c. AD","Greek"
"2686","PH278665","Prusias ad Olympum","IK Prusa ad Olympum 177","1st c. AD","Greek"
"2687","PH278666","Prusias ad Olympum","IK Prusa ad Olympum 178","1st c. AD","Greek"
"2688","PH278669","Prusias ad Olympum","IK Prusa ad Olympum 180","1st c. AD","Greek"
"2689","PH278671","Prusias ad Olympum","IK Prusa ad Olympum 182","1st c. AD","Greek"
"2690","PH278673","Prusias ad Olympum","IK Prusa ad Olympum 184","1st c. AD","Greek"
"2691","PH278696","Prusias ad Olympum","IK Prusa ad Olympum 206","1st c. AD","Greek"
"2692","PH278525","Prusias ad Olympum","IK Prusa ad Olympum 34","1st c. AD","Greek"
"2693","PH278566","Prusias ad Olympum","IK Prusa ad Olympum 76","1st c. AD","Greek"
"2694","PH278568","Prusias ad Olympum","IK Prusa ad Olympum 78","1st c. AD","Greek"
"2695","PH278576","Prusias ad Olympum","IK Prusa ad Olympum 86","1st c. AD","Greek"
"2696","PH278579","Prusias ad Olympum","IK Prusa ad Olympum 89","1st c. AD","Greek"
"2697","PH278761","Prusias ad Olympum","IK Prusa ad Olympum 1042","1st - early 2nd c. AD","Greek"
"2698","PH278762","Prusias ad Olympum","IK Prusa ad Olympum 1043","1st - early 2nd c. AD","Greek"
"2699","PH278513","Prusias ad Olympum","IK Prusa ad Olympum 22","1st - early 2nd c. AD","Greek"
"2700","PH278731","Prusias ad Olympum","IK Prusa ad Olympum 1012","1st - 2nd c. AD?","Greek"
"2701","PH278725","Prusias ad Olympum","IK Prusa ad Olympum 1006","1st - 2nd c. AD","Greek"
"2702","PH278728","Prusias ad Olympum","IK Prusa ad Olympum 1009","1st - 2nd c. AD","Greek"
"2703","PH278758","Prusias ad Olympum","IK Prusa ad Olympum 1039","1st - 2nd c. AD","Greek"
"2704","PH278763","Prusias ad Olympum","IK Prusa ad Olympum 1044","1st - 2nd c. AD","Greek"
"2705","PH278765","Prusias ad Olympum","IK Prusa ad Olympum 1046","1st - 2nd c. AD","Greek"
"2706","PH278781","Prusias ad Olympum","IK Prusa ad Olympum 1062","1st - 2nd c. AD","Greek"
"2707","PH278797","Prusias ad Olympum","IK Prusa ad Olympum 1078","1st - 2nd c. AD","Greek"
"2708","PH278799","Prusias ad Olympum","IK Prusa ad Olympum 1080","1st - 2nd c. AD","Greek"
"2709","PH278802","Prusias ad Olympum","IK Prusa ad Olympum 1083","1st - 2nd c. AD","Greek"
"2710","PH278806","Prusias ad Olympum","IK Prusa ad Olympum 1087","1st - 2nd c. AD","Greek"
"2711","PH278600","Prusias ad Olympum","IK Prusa ad Olympum 110","1st - 2nd c. AD","Greek"
"2712","PH278601","Prusias ad Olympum","IK Prusa ad Olympum 111","1st - 2nd c. AD","Greek"
"2713","PH278603","Prusias ad Olympum","IK Prusa ad Olympum 113","1st - 2nd c. AD","Greek"
"2714","PH278506","Prusias ad Olympum","IK Prusa ad Olympum 15","1st - 2nd c. AD","Greek"
"2715","PH278652","Prusias ad Olympum","IK Prusa ad Olympum 164","1st - 2nd c. AD","Greek"
"2716","PH278654","Prusias ad Olympum","IK Prusa ad Olympum 166","1st - 2nd c. AD","Greek"
"2717","PH278668","Prusias ad Olympum","IK Prusa ad Olympum 179","1st - 2nd c. AD","Greek"
"2718","PH278677","Prusias ad Olympum","IK Prusa ad Olympum 188","1st - 2nd c. AD","Greek"
"2719","PH278518","Prusias ad Olympum","IK Prusa ad Olympum 27","1st - 2nd c. AD","Greek"
"2720","PH278519","Prusias ad Olympum","IK Prusa ad Olympum 28","1st - 2nd c. AD","Greek"
"2721","PH278520","Prusias ad Olympum","IK Prusa ad Olympum 29","1st - 2nd c. AD","Greek"
"2722","PH278570","Prusias ad Olympum","IK Prusa ad Olympum 80","1st - 2nd c. AD","Greek"
"2723","PH278501","Prusias ad Olympum","IK Prusa ad Olympum 10","199 AD","Latin"
"2724","PH278503","Prusias ad Olympum","IK Prusa ad Olympum 12","193-211 AD","Greek"
"2725","PH278497","Prusias ad Olympum","IK Prusa ad Olympum 6","180-192 BC","Greek"
"2726","PH278722","Prusias ad Olympum","IK Prusa ad Olympum 1003","138-161 AD","Greek"
"2727","PH278512","Prusias ad Olympum","IK Prusa ad Olympum 21","138-161 AD","Greek"
"2728","PH278510","Prusias ad Olympum","IK Prusa ad Olympum 19","123-132 AD","Greek"
"2729","PH278496","Prusias ad Olympum","IK Prusa ad Olympum 5","123-131/132 AD","Greek"
"2730","PH278495","Prusias ad Olympum","IK Prusa ad Olympum 4","119-138 AD","Greek"
"2731","PH278721","Prusias ad Olympum","IK Prusa ad Olympum 1002","117-138 AD","Greek"
"2732","PH278504","Prusias ad Olympum","IK Prusa ad Olympum 13","117-138 AD","Greek"
"2733","PH278507","Prusias ad Olympum","IK Prusa ad Olympum 16","117-138 AD","Greek"
"2734","PH278543","Prusias ad Olympum","IK Prusa ad Olympum 52","117-138 AD","Greek"
"2735","PH278494","Prusias ad Olympum","IK Prusa ad Olympum 3","102-116 AD","Greek"
"2736","HD021561","Prusias ad Olympum","AE 1948, 0052; AE 1991, 1467","---","Latin"
"2737","HD037369","Prusias ad Olympum","CIL III: 6995; AE 1991, 1472","---","Latin"
"2738","","Prusias ad Olympum","AE 1998, 1290","---","Greek"
"2739","PH279710","Prusias ad Olympum","BCH 17, 637-638 ","---","Greek"
"2740","","Prusias ad Olympum","CIL III: 6994; AE 1991, 1472","---","Latin"
"2741","PH278723","Prusias ad Olympum","IK Prusa ad Olympum 1004","---","Greek"
"2742","PH278729","Prusias ad Olympum","IK Prusa ad Olympum 1010","---","Greek"
"2743","PH278730","Prusias ad Olympum","IK Prusa ad Olympum 1011","---","Greek"
"2744","PH278592","Prusias ad Olympum","IK Prusa ad Olympum 102","---","Greek"
"2745","PH278757","Prusias ad Olympum","IK Prusa ad Olympum 1038","---","Greek"
"2746","PH278594","Prusias ad Olympum","IK Prusa ad Olympum 104","---","Greek"
"2747","PH278768","Prusias ad Olympum","IK Prusa ad Olympum 1049","---","Greek"
"2748","PH278598","Prusias ad Olympum","IK Prusa ad Olympum 108","---","Greek"
"2749","PH278812","Prusias ad Olympum","IK Prusa ad Olympum 1093","---","Greek"
"2750","PH278813","Prusias ad Olympum","IK Prusa ad Olympum 1094","---","Greek"
"2751","PH278604","Prusias ad Olympum","IK Prusa ad Olympum 114","---","Greek"
"2752","PH278614","Prusias ad Olympum","IK Prusa ad Olympum 124","---","Greek"
"2753","PH278618","Prusias ad Olympum","IK Prusa ad Olympum 127","---","Greek"
"2754","PH278621","Prusias ad Olympum","IK Prusa ad Olympum 130","---","Greek"
"2755","PH278625","Prusias ad Olympum","IK Prusa ad Olympum 134","---","Greek"
"2756","PH278627","Prusias ad Olympum","IK Prusa ad Olympum 137","---","Greek"
"2757","PH278640","Prusias ad Olympum","IK Prusa ad Olympum 151","---","Greek"
"2758","PH278646","Prusias ad Olympum","IK Prusa ad Olympum 158","---","Greek"
"2759","PH278663","Prusias ad Olympum","IK Prusa ad Olympum 175","---","Latin"
"2760","PH278664","Prusias ad Olympum","IK Prusa ad Olympum 176","---","Latin"
"2761","PH278670","Prusias ad Olympum","IK Prusa ad Olympum 181","---","Greek"
"2762","PH278672","Prusias ad Olympum","IK Prusa ad Olympum 183","---","Greek"
"2763","PH278676","Prusias ad Olympum","IK Prusa ad Olympum 187","---","Greek"
"2764","PH278680","Prusias ad Olympum","IK Prusa ad Olympum 191","---","Greek"
"2765","PH278681","Prusias ad Olympum","IK Prusa ad Olympum 192","---","Greek"
"2766","PH278682","Prusias ad Olympum","IK Prusa ad Olympum 193","---","Greek"
"2767","PH278683","Prusias ad Olympum","IK Prusa ad Olympum 194","---","Greek"
"2768","PH278684","Prusias ad Olympum","IK Prusa ad Olympum 195","---","Greek"
"2769","PH278687","Prusias ad Olympum","IK Prusa ad Olympum 197","---","Greek"
"2770","PH278689","Prusias ad Olympum","IK Prusa ad Olympum 199","---","Greek"
"2771","PH278511","Prusias ad Olympum","IK Prusa ad Olympum 20","---","Greek"
"2772","PH278690","Prusias ad Olympum","IK Prusa ad Olympum 200","---","Greek"
"2773","PH278691","Prusias ad Olympum","IK Prusa ad Olympum 201","---","Greek"
"2774","PH278692","Prusias ad Olympum","IK Prusa ad Olympum 202","---","Greek"
"2775","PH278693","Prusias ad Olympum","IK Prusa ad Olympum 203","---","Greek"
"2776","PH278694","Prusias ad Olympum","IK Prusa ad Olympum 204","---","Greek"
"2777","PH278695","Prusias ad Olympum","IK Prusa ad Olympum 205","---","Greek"
